node,peer,balance,soft_limit,hard_limit,tasks_provided,tasks_consumed
node-061,5beda33fc0b7633a,-1.0,-5.0,-10.0,4,0
node-061,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-061,989957edbf46fbaa,-1.0,-5.0,-10.0,5,0
node-061,b190a817b3734bed,-1.0,-5.0,-10.0,2,0
node-061,bf86e2eeb7557761,-1.0,-5.0,-10.0,5,0
node-061,1d4b12e5c18b0f3b,-1.0,-5.0,-10.0,3,0
node-061,949f6f8d77cd11db,-1.0,-5.0,-10.0,4,0
node-061,face35ada2e9bdf3,-1.0,-5.0,-10.0,4,0
node-061,522cc8e0c61f6c6f,-1.0,-5.0,-10.0,2,0
node-061,763a2a9a020ee928,-1.0,-5.0,-10.0,2,0
node-061,bfb50ce39fe6fb5f,-1.0,-5.0,-10.0,3,0
node-061,ec1d6d3b6772d556,-1.0,-5.0,-10.0,2,0
node-061,67b84fb9626c9d6b,-1.0,-5.0,-10.0,2,0
node-061,daf87e2738e92799,-2.0,-5.0,-10.0,5,0
node-061,5d87373ef164d578,-1.0,-5.0,-10.0,4,0
node-061,194d8af0b87ac674,-1.0,-5.0,-10.0,2,0
node-061,1e08c3ace493da37,-1.0,-5.0,-10.0,4,0
node-061,c56886caf936000b,-2.0,-5.0,-10.0,7,0
node-061,11afeea9656178c1,-1.0,-5.0,-10.0,3,0
node-061,032c07081bfee611,-1.0,-5.0,-10.0,3,0
node-061,f005a98b0571796f,-1.0,-5.0,-10.0,3,0
node-061,5ffe97202b44f08f,-2.0,-5.0,-10.0,5,0
node-061,2fdbd3ae6f47fddd,-2.0,-5.0,-10.0,4,0
node-061,dd93aaec476be93b,-1.0,-5.0,-10.0,2,0
node-061,c605d441159f04bc,-1.0,-5.0,-10.0,5,0
node-061,3cffa68d82432326,-1.0,-5.0,-10.0,5,0
node-061,e01c241d62b12694,-1.0,-5.0,-10.0,4,0
node-061,a46f9e6036ea097e,-1.0,-5.0,-10.0,5,0
node-061,adf14ba4f093b267,-1.0,-5.0,-10.0,4,0
node-061,c253903e7c896bab,-1.0,-5.0,-10.0,2,0
node-061,d91f1a9c9b7b0653,-1.0,-5.0,-10.0,3,0
node-061,0a0127d893f7ad41,-1.0,-5.0,-10.0,4,0
node-061,097e8039365c184e,-1.0,-5.0,-10.0,2,0
node-061,f6d7d6fddace7c85,-1.0,-5.0,-10.0,2,0
node-061,8212a8eeacaf00c3,-1.0,-5.0,-10.0,3,0
node-061,5fbced3c7a6082c4,-1.0,-5.0,-10.0,2,0
node-061,fe37f5e8dcd5876e,-1.0,-5.0,-10.0,2,0
node-061,35503cea01f0efa3,-1.0,-5.0,-10.0,3,0
node-061,22b2196d8f285dd2,-1.0,-5.0,-10.0,2,0
node-061,e21f69b416288b68,-1.0,-5.0,-10.0,2,0
node-061,1a8c31c393aaa52f,-1.0,-5.0,-10.0,2,0
node-061,d88d3ebcae115e7f,-1.0,-5.0,-10.0,2,0
node-062,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-062,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-062,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-062,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-063,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-063,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-063,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-063,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-064,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-064,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-065,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-065,d31186ab70b4a0a9,3.0,-5.0,-10.0,0,1
node-065,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-066,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-066,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-067,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-067,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-067,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-068,e531937424818149,3.0,-5.0,-10.0,0,1
node-068,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-068,e7399f9513335348,3.0,-5.0,-10.0,0,1
node-068,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-069,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-069,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-070,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-070,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-070,e531937424818149,3.0,-5.0,-10.0,0,1
node-070,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-071,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-071,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-072,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-072,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-072,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-072,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-073,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-073,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-073,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-073,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-073,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-074,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-074,e7399f9513335348,3.0,-5.0,-10.0,0,1
node-074,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-074,e01c241d62b12694,3.0,-5.0,-10.0,0,1
node-075,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-075,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-077,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-078,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-079,e531937424818149,3.0,-5.0,-10.0,1,1
node-079,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-079,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-082,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-082,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-082,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-082,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-082,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-083,dc4e33f0e1fea38d,6.0,-5.0,-10.0,0,2
node-083,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-083,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-083,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-083,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-083,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-085,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-085,e531937424818149,3.0,-5.0,-10.0,0,1
node-086,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-087,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-087,d31186ab70b4a0a9,3.0,-5.0,-10.0,0,1
node-087,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-088,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-088,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-088,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-088,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-088,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-090,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-090,e7399f9513335348,3.0,-5.0,-10.0,0,1
node-090,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-091,6da884576187f5af,3.0,-5.0,-10.0,0,1
node-093,6da884576187f5af,3.0,-5.0,-10.0,0,1
node-093,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-093,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-093,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-093,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-094,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-094,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-094,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-094,dae507fa28e4fdd5,6.0,-5.0,-10.0,0,2
node-095,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-095,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-096,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-096,8a9bef89eaa11fef,2.0,-5.0,-10.0,0,2
node-097,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-097,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-097,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-097,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-097,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-097,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-097,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-097,e531937424818149,3.0,-5.0,-10.0,0,1
node-098,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-098,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-098,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-098,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-099,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-099,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-101,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-103,8a9bef89eaa11fef,2.0,-5.0,-10.0,0,2
node-103,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-104,6da884576187f5af,3.0,-5.0,-10.0,0,1
node-104,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-104,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-105,d31186ab70b4a0a9,3.0,-5.0,-10.0,0,1
node-105,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-105,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-105,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-105,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-105,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-106,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-107,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-108,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-108,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-108,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-112,e01c241d62b12694,3.0,-5.0,-10.0,0,1
node-112,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-112,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-112,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-112,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-113,6da884576187f5af,3.0,-5.0,-10.0,0,1
node-113,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-113,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-115,e531937424818149,3.0,-5.0,-10.0,0,1
node-115,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-115,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-116,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-116,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-116,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-116,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-116,e01c241d62b12694,3.0,-5.0,-10.0,0,1
node-117,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-117,e531937424818149,3.0,-5.0,-10.0,0,1
node-117,8a9bef89eaa11fef,2.0,-5.0,-10.0,0,2
node-117,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-118,e531937424818149,3.0,-5.0,-10.0,0,1
node-118,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-118,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-118,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-118,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-119,e531937424818149,3.0,-5.0,-10.0,0,1
node-120,02bb8153ba0948c6,6.0,-5.0,-10.0,0,2
node-120,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-121,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-121,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-121,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-121,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-122,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-122,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-122,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-122,e01c241d62b12694,3.0,-5.0,-10.0,0,1
node-123,2beed281dee10ed9,3.0,-5.0,-10.0,0,1
node-123,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-123,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-123,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-124,6f2b450986e3f928,6.0,-5.0,-10.0,0,2
node-124,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-124,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-124,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-124,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-124,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-125,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-125,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-125,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-125,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-125,6daccaa45d717157,6.0,-5.0,-10.0,0,2
node-125,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-125,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-125,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-126,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-126,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-126,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-127,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-127,ef0b5bfe3f0d1e06,6.0,-5.0,-10.0,0,2
node-127,e7399f9513335348,3.0,-5.0,-10.0,0,1
node-127,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-127,989957edbf46fbaa,6.0,-5.0,-10.0,0,2
node-128,e531937424818149,3.0,-5.0,-10.0,0,1
node-128,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-128,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-128,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-128,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-128,d31186ab70b4a0a9,3.0,-5.0,-10.0,0,1
node-128,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-128,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-129,6da884576187f5af,3.0,-5.0,-10.0,0,1
node-129,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-129,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-129,8a9bef89eaa11fef,2.0,-5.0,-10.0,0,2
node-129,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-129,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-129,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-130,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-130,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-130,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-130,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-130,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-130,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-130,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-130,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-131,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-131,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-132,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-132,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-132,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-132,11afeea9656178c1,9.0,-5.0,-10.0,0,3
node-133,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-133,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-133,9456c92dea548a3a,6.0,-5.0,-10.0,0,2
node-133,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-134,3524446b9d2b8be7,6.0,-5.0,-10.0,0,2
node-134,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-134,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-134,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-134,e531937424818149,3.0,-5.0,-10.0,0,1
node-135,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-135,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-135,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-135,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-135,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-135,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-136,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-136,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-136,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-136,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-136,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-137,e531937424818149,3.0,-5.0,-10.0,0,1
node-137,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-137,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-137,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-138,6daccaa45d717157,6.0,-5.0,-10.0,0,2
node-138,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-138,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-139,6da884576187f5af,3.0,-5.0,-10.0,0,1
node-139,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-139,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-139,d31186ab70b4a0a9,3.0,-5.0,-10.0,0,1
node-140,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-141,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-141,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-141,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-141,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-141,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-141,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-141,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-141,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-142,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-142,5ccfd52862f94ecb,6.0,-5.0,-10.0,0,2
node-142,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-142,e531937424818149,3.0,-5.0,-10.0,0,1
node-143,ef0b5bfe3f0d1e06,3.0,-5.0,-10.0,0,1
node-143,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-143,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-144,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-144,6da884576187f5af,3.0,-5.0,-10.0,0,1
node-144,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-144,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-144,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-145,e531937424818149,3.0,-5.0,-10.0,0,1
node-145,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-145,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-145,dc4e33f0e1fea38d,3.0,-5.0,-10.0,0,1
node-145,9456c92dea548a3a,6.0,-5.0,-10.0,0,2
node-145,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-145,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-146,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-146,2beed281dee10ed9,3.0,-5.0,-10.0,0,1
node-146,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-146,c0bd835ae866ba52,6.0,-5.0,-10.0,0,2
node-146,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-147,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-147,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-148,22b2196d8f285dd2,9.0,-5.0,-10.0,0,3
node-148,87e8c52d497f95cf,3.0,-5.0,-10.0,0,1
node-148,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-148,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-148,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-149,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-149,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-149,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-149,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-149,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-150,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-150,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-150,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-150,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-150,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-150,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-150,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-150,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-002,ef8d62beaa0a399a,-3.0,-5.0,-10.0,1,0
node-002,c42f9b85fb584f2a,-3.0,-5.0,-10.0,1,0
node-002,6750db8116c9e2c6,-3.0,-5.0,-10.0,1,0
node-002,bfb50ce39fe6fb5f,-3.0,-5.0,-10.0,1,0
node-002,f005a98b0571796f,-3.0,-5.0,-10.0,1,0
node-002,ac0716224def36e6,-3.0,-5.0,-10.0,1,0
node-002,8a9bef89eaa11fef,-2.0,-5.0,-10.0,1,1
node-002,c253903e7c896bab,-3.0,-5.0,-10.0,2,0
node-002,386d63498dff7184,-3.0,-5.0,-10.0,1,0
node-002,d91f1a9c9b7b0653,-3.0,-5.0,-10.0,1,0
node-002,3c1cab962f5c293f,-3.0,-5.0,-10.0,1,0
node-002,4591bb7ffcb5b204,-3.0,-5.0,-10.0,1,0
node-002,b9384778def007c1,-3.0,-5.0,-10.0,1,0
node-002,74dbc2e528b1da82,-3.0,-5.0,-10.0,1,0
node-002,6ee2c05d6744e998,-3.0,-5.0,-10.0,1,0
node-002,adf14ba4f093b267,-3.0,-5.0,-10.0,1,0
node-002,1c906021254af5d9,-3.0,-5.0,-10.0,2,0
node-003,4591bb7ffcb5b204,-3.0,-5.0,-10.0,1,0
node-003,74e977ac7d8aee99,-3.0,-5.0,-10.0,1,0
node-003,558b23e024fa7adb,-3.0,-5.0,-10.0,1,0
node-003,655d67d4612fe400,-3.0,-5.0,-10.0,1,0
node-003,6750db8116c9e2c6,-3.0,-5.0,-10.0,2,0
node-003,86dd76325ec902cb,-3.0,-5.0,-10.0,1,0
node-003,c253903e7c896bab,-3.0,-5.0,-10.0,1,0
node-003,e86436dd65605667,-3.0,-5.0,-10.0,1,0
node-003,b91048ea420953cb,-3.0,-5.0,-10.0,1,0
node-003,b9447b163e416363,-3.0,-5.0,-10.0,1,0
node-003,6ee2c05d6744e998,-3.0,-5.0,-10.0,1,0
node-003,2fdbd3ae6f47fddd,-3.0,-5.0,-10.0,1,0
node-003,e21f69b416288b68,-3.0,-5.0,-10.0,1,0
node-004,3cffa68d82432326,-3.0,-5.0,-10.0,1,0
node-004,671922c09c3210c4,-3.0,-5.0,-10.0,1,0
node-004,ca16445d5143a0e7,-3.0,-5.0,-10.0,1,0
node-004,d751e031c1fafccd,-3.0,-5.0,-10.0,1,0
node-004,3c1cab962f5c293f,-3.0,-5.0,-10.0,2,0
node-004,b9447b163e416363,-3.0,-5.0,-10.0,1,0
node-004,1d4b12e5c18b0f3b,-3.0,-5.0,-10.0,2,0
node-004,b91048ea420953cb,-3.0,-5.0,-10.0,1,0
node-004,dd93aaec476be93b,-3.0,-5.0,-10.0,1,0
node-004,5f7e49ee2e303e5c,-3.0,-5.0,-10.0,1,0
node-004,f7c6013148231abd,-3.0,-5.0,-10.0,2,0
node-004,e12db90e0892ee81,-3.0,-5.0,-10.0,1,0
node-004,fe37f5e8dcd5876e,-3.0,-5.0,-10.0,1,0
node-004,0a0127d893f7ad41,-3.0,-5.0,-10.0,1,0
node-004,8212a8eeacaf00c3,-3.0,-5.0,-10.0,1,0
node-004,194d8af0b87ac674,-3.0,-5.0,-10.0,1,0
node-005,ec1d6d3b6772d556,-3.0,-5.0,-10.0,1,0
node-005,9db1c41e546ccc2e,-3.0,-5.0,-10.0,1,0
node-005,2fdbd3ae6f47fddd,-3.0,-5.0,-10.0,1,0
node-005,c253903e7c896bab,-3.0,-5.0,-10.0,1,0
node-005,194d8af0b87ac674,-3.0,-5.0,-10.0,1,0
node-005,d91f1a9c9b7b0653,-3.0,-5.0,-10.0,1,0
node-005,c605d441159f04bc,-3.0,-5.0,-10.0,1,0
node-006,eb6cb6923a10308f,-3.0,-5.0,-10.0,1,0
node-006,a5eb3191de6ffa6b,-3.0,-5.0,-10.0,1,0
node-006,d9b88d37f065d513,-3.0,-5.0,-10.0,1,0
node-006,e12db90e0892ee81,-3.0,-5.0,-10.0,1,0
node-006,fb10c999ac2d0b64,-3.0,-5.0,-10.0,2,0
node-006,43e640d5d8c8371e,-3.0,-5.0,-10.0,1,0
node-007,4591bb7ffcb5b204,-3.0,-5.0,-10.0,1,0
node-007,fb10c999ac2d0b64,-3.0,-5.0,-10.0,2,0
node-007,d751e031c1fafccd,-3.0,-5.0,-10.0,1,0
node-007,dd93aaec476be93b,-3.0,-5.0,-10.0,1,0
node-007,194d8af0b87ac674,-3.0,-5.0,-10.0,1,0
node-007,b190a817b3734bed,-3.0,-5.0,-10.0,1,0
node-007,2bc5e23d76ebded2,-3.0,-5.0,-10.0,1,0
node-007,8a9bef89eaa11fef,-3.0,-5.0,-10.0,1,0
node-007,aded46021a982a74,-3.0,-5.0,-10.0,1,0
node-007,c56886caf936000b,-3.0,-5.0,-10.0,1,0
node-007,1efd4344e76c9d7c,-3.0,-5.0,-10.0,1,0
node-008,032c07081bfee611,-3.0,-5.0,-10.0,1,0
node-008,386d63498dff7184,-3.0,-5.0,-10.0,1,0
